Formula              ✕	Heat of formation              ✕	Band gap              ✕	Work function (avg. if finite dipole)              ✕	Cond. band minimum              ✕	Fermi level              ✕	Monolayer reported DOI              ✕	Related COD id              ✕	Related ICSD id              ✕	Val. band maximum              ✕	Unique ID              ✕
Y3H2N2O2	-1.825	0.0	1.79	-	2.65	-	-	-	-	a7ad16cdaa716d94a5cb0e06299102ca
Zr3C2O2	-1.796	0.382	5.433	1.025	0.834	-	-	-	0.643	de8dd2b5f4dbb61b88b4c135be64514b
Ti4C3H2O2	-1.211	0.0	1.912	-	3.383	-	-	-	-	77bc081c5c3c2ccbe712cc8b1fe3cae8
Y4H2N3O2	-1.842	0.0	2.028	-	3.322	-	-	-	-	90e30458bcefe6731cd916b5cccd2fc3
Y3C2	-0.14	0.0	3.52	-	1.401	-	-	-	-	f0464d07eb71c3a55c48170eb20ea054
Sb2Se3	-0.263	0.421	5.272	-0.299	-0.509	-	-	-	-0.720	29721afa4f19b144a62f52191ecd86d2
Sc4C3O2	-1.092	0.0	6.306	-	-0.296	-	-	-	-	244dfd1e9a01ea3fa695251cb94cb905
Zr4C3	-0.554	0.0	3.917	-	2.892	-	-	-	-	329a36a9a6b6c5d8ac8959a90d3dcf2b
Ti2Br2	-0.601	0.0	3.811	-	-0.392	-	-	-	-	594cccae10cae1d14ec8e290121c3540
C2H2	-0.134	3.46	3.0	0.894	-0.836	10.1126/science.1167130	-	-	-2.566	fe4d1527f437c55cccd62b833af59c7a
W2Cl2	-0.301	0.0	4.271	-	1.905	-	-	-	-	d061ce3f041b82ab4246ccc28745737b
Co2S2	-0.419	0.0	4.774	-	-1.158	-	-	-	-	425e2b99a91fa5459d1f441d37b59b1a
GeO	-0.925	2.133	5.492	-1.781	-2.848	-	-	-	-3.914	877ee57cc0df02ed91c37ff167668db1
In2Te2	-0.35	1.233	4.649	-0.153	-0.769	-	-	-	-1.385	231a58c3a515ad62b1a98ac2091dc30a
Ni2Te2	-0.167	0.0	4.416	-	-0.582	-	-	76730	-	ad19d3dd07e88c4774cc9257cde657ac
BiS2	-0.035	0.0	6.26	-	-2.739	-	-	-	-	d13f6ffad7f5c5eec7cd0493cfc54344
Ru2S2	-0.148	0.0	4.504	-	-0.603	-	-	-	-	7d2b1459d0b48e3178a605c7a93ff003
Ti2Te2	-0.097	0.217	4.61	0.370	0.262	-	-	-	0.153	c67a875dd1c744a3917c2b3bb9d3dfb7
CaI2	-1.666	3.537	4.589	0.241	-1.527	-	9009097	-	-3.296	36b54424a540582cfafb8d3640019473
Cd2S4	-0.152	1.52	4.115	-1.031	-1.791	-	-	-	-2.552	7f4dc88738cfe50f8f444ca18652716a
CoI2	-0.01	0.0	4.696	-	-0.956	-	9009100	-	-	e0e46d3fb8cff64379da324aeec6b40f
FeCl2	-0.704	0.0	5.332	-	-3.001	-	-	-	-	fb7c890c688b472b0dda1f2ce1827d35
FeS2	-0.263	0.0	5.116	-	-1.125	-	-	-	-	f2ee62d96812df6e47b53b8a4efaa1c2
Hf2Cl4	-1.499	0.843	4.046	0.290	-0.131	-	-	-	-0.553	977747c6e2cf0fdd1af1691f43bfc7ce
HfS2	-1.26	2.094	5.605	-1.808	-2.855	-	-	-	-3.902	3eb41e72e2e181f1094fc95064c7e46e
HgCl2	-0.624	2.468	6.458	-2.933	-4.167	-	-	-	-5.401	9863f72d0373a66f8d768863e6c7dbf4
InI2	-0.34	0.0	5.188	-	-1.754	-	-	-	-	17f62a62e1c9875aea5d4990091c94a2
YCl2	-2.048	0.374	3.901	-0.238	-0.425	-	-	-	-0.612	d60b48609d45300c7c4a28fac7fc5841
MnTe2	-0.104	0.0	4.428	-	-0.334	-	-	-	-	d6df71b555d89d8881c8483bd3198591
Nb4O8	-2.424	0.459	5.252	-1.795	-2.025	-	-	-	-2.254	82c05d667f28ba3772180c0481b37e93
NbTe2	-0.442	0.0	5.005	-	-0.503	-	-	-	-	314d16a2770d5a11193d515e610bb9e7
Os2S4	-0.3	0.53	5.13	-0.634	-0.899	-	-	-	-1.164	d1ba80f2b11c28fc476a3151137cb393
PdCl2	-0.35	0.463	6.009	-2.746	-2.977	-	-	-	-3.209	c60e23aeedd2568792d6a464f7a3114d
PdSe2	-0.265	0.558	5.057	-1.255	-1.534	-	-	-	-1.813	2a7b9883ca903fc6246b41a13e3e722a
ScSe2	-1.173	0.0	6.21	-	-2.921	-	-	-	-	59f8ca947dd772743c26b0c9260aa98d
TaSe2	-0.366	0.0	4.391	-	-1.391	-	-	-	-	ff550ba0636746210d771b2c928b1742
TiCl2	-1.537	0.903	3.794	0.405	-0.046	-	-	-	-0.497	8d9b1616f0257588c20c8a0d86e42af1
VO2	-2.184	0.0	5.339	-	-3.113	-	-	-	-	fb86878dbbc0353156bf6dd56c2d07d3
VTe2	-0.307	0.212	4.968	-0.553	-0.659	-	-	-	-0.765	6d2a1e27bcc0ccf2e297dea2f42a3384
W2Se4	-0.503	0.032	4.938	-0.381	-0.397	10.1038/s41467-018-04395-2	-	-	-0.413	6287499020d25d591abbabc90c917f4d
ZnCl2	-1.107	4.453	5.634	-0.424	-2.65	-	9009136	-	-4.877	b90d3a81c2d4eaf313a45441a7544c04
Bi2Zr	-0.173	0.0	4.304	-	1.489	-	-	-	-	4dc2782369394ce38485b980f9d805fc
Ti2BS2	-0.912	0.0	5.991	-	-0.501	-	-	-	-	4bd136077f0a65cea77368eb4e13e5fc
Sc2CO2	-1.812	0.0	6.378	-	-2.245	-	-	-	-	4fdb566c9967e2739beec0f658ddc807
W2CSe2	-0.221	0.0	4.651	-	1.916	-	-	-	-	23acc58f0ddeed82778455cb20b99c1b
NiH2O2	-0.844	1.078	1.986	0.064	-0.475	-	-	-	-1.014	c75eba6536a3606891fcb9cbe0947ae2
Sb2Se2Te	-0.191	0.573	5.218	-0.067	-0.353	-	-	651529	-0.640	b5a2c32eace47b5c3a50712b8892c580
Mn2CH2O2	-0.679	0.0	1.606	-	1.433	-	-	-	-	ae144be587f959d7cdf07598ebcecfcc
AlNi5Cl2	-0.361	0.0	4.689	-	-0.118	-	-	-	-	29597719ff8bc144d727c527dfc07286
InNi5Br2	-0.093	0.0	4.292	-	0.367	-	-	-	-	1900f5b774d759b1115b77eb7f620e83
Cu2ReCl6	-0.554	0.467	5.428	-2.322	-2.556	-	-	-	-2.789	d1d21b2aa4960cee53e198ffd092e228
Ir2Cl6	-0.55	1.823	5.004	-0.987	-1.898	-	-	23171	-2.810	edc498b47578056bc9114b5ef540333b
Os2Cl6	-0.318	0.063	5.267	-2.027	-2.059	-	-	-	-2.090	e9049ca8b78a3c0c1eb838cb59c14f4a
Ru2I6	-0.074	0.0	5.135	-	-1.773	-	-	-	-	d020b504341f3c9c2beb12e6e394ec2a
V2Cl6	-1.271	0.0	5.886	-	-3.101	-	1536707	-	-	d54e6f2236a4ec7f31f7e1205804b269
Cr3MoTe8	-0.149	0.467	4.526	0.283	0.05	-	-	-	-0.184	6068fc11d5c7cd6548dfaef8f159b81d
Mo3WTe8	-0.254	0.9	4.235	0.984	0.534	-	-	-	0.085	c63ed92258237b1e2f6813cd914e6e72
Al2I2S2	-0.854	1.615	5.145	-0.416	-1.223	-	-	-	-2.030	16f473b5882214a0a1d4fc35bc6b147d
AsClTe	-0.322	1.479	5.39	-1.527	-2.266	-	-	-	-3.005	271069460b9ee31322a5a6a24bfd3357
BiBrS	-0.442	1.188	6.199	-2.084	-2.678	-	-	-	-3.272	48dcc07af1381fbbc3a5274eb130f344
BiClTe	-0.598	0.599	5.715	-2.349	-2.649	-	-	-	-2.949	1457b172840cea33701d0a13e2a567d0
BiITe	-0.261	0.346	5.332	-1.350	-1.523	-	-	-	-1.696	c68b10976f76b0dc08e0dbc2c608237e
TiBrI	-0.877	0.679	3.429	0.819	0.479	-	-	-	0.140	9112d651fbebf122221fb6c827da4a8d
Ir2Br2Se2	-0.322	0.052	5.192	-1.127	-1.153	-	-	-	-1.179	2c24655ed9c074dc2ea95f29c48d5e0c
Ti2Br2S2	-1.373	0.0	5.228	-	-1.378	-	-	-	-	6294ffa62608f4950e9283830fd93687
Hf2Cl2N2	-1.857	2.101	5.132	0.041	-1.01	-	-	-	-2.060	bb89c39fd99d5cabf0a1f26acdc4dd96
Ir2Cl2O2	-0.41	0.444	4.573	-0.514	-0.736	-	-	-	-0.958	b044aa1b9d9e52d550ffb59fa9d4bad6
Ni2Cl2S2	-0.455	0.0	5.761	-	-2.286	-	-	-	-	4b29c0014a8383cd0230e4510d1677ff
Na2F2O2	-1.092	2.813	4.749	-2.192	-3.598	-	-	-	-5.005	9d833dbb54db63c5438b05a61f1b5c9f
Hf4I4Se4	-0.998	0.0	4.136	-	-0.123	-	-	-	-	a67792ca027f3e5fa2c7251aff90ae37
Ti2I2Se2	-1.001	0.0	4.795	-	-0.591	-	-	-	-	d56f08479389cc53e181cd552ee1ef99
MoSSe	-0.805	1.453	4.849	0.445	-0.281	10.1038/nnano.2017.100	-	-	-1.008	c00d8a8860bd7935dd24bb0fb5d5843d
WOTe	-0.685	0.537	4.331	0.587	0.319	-	-	-	0.051	6ebecd30cbdab1dac3238a59b87d79b4
VSTe	-0.584	0.0	5.039	-	-0.839	-	-	-	-	ab811f89979eaddac794f03994e3c3d9
ZrSeTe	-1.017	0.262	5.334	-1.039	-1.17	-	-	-	-1.301	42bd3b66a7b3b4d6151cc860b0c904ae
Cu2Br2S4	-0.223	0.934	5.424	-2.409	-2.876	-	-	-	-3.343	ac0bded419325032c0cb3e7cbe55fa78
Cr2W2Te8	-0.093	0.497	4.391	0.508	0.26	-	-	-	0.011	5354a1c5d087a04bf5e86411f844b42e
CoZrBr6	-0.993	0.388	5.376	-2.231	-2.424	-	-	-	-2.618	fb9e1e9f2fcdd649da36f4ac69560a69
Al2O4	-2.011	0.017	8.445	-6.416	-6.425	-	9012273	-	-6.433	7ecaf3706311eefb6b9ed23157525065
Cu2F4	-1.595	0.825	7.325	-5.739	-6.152	-	1533167	-	-6.564	940c276bbc271ca4364395c97e7fe19c
Sc3N2O2	-2.281	0.0	6.399	-	-1.108	-	-	-	-	975b3aff19693c62450cbdb02949bbb2
Ta4Se12	-0.68	0.005	5.02	-2.264	-2.267	-	-	651965	-2.269	85d16c7d2a6407ed7551d92603305f0e
W2N3	-0.194	0.0	6.986	-	-3.151	-	-	186207	-	fd03bee48de463a3253158ebc6fa38ce
As2O6Sb2	-1.301	3.974	4.038	-0.350	-2.337	-	9015432	-	-4.324	6c27517274ca3b01f00ba8924c6d439a
Bi4B4O12	-1.861	2.865	4.412	-1.112	-2.544	-	7209481	-	-3.977	832a57b41c327db0c3b5ae4328881927
Cd4Br4O4	-0.469	0.0	6.99	-	-5.49	-	-	56219	-	30e943b4da315291ce4268cb659156e3
Cr2Ge2Te6	-0.184	0.125	4.633	-2.426	-2.489	-	1543733	-	-2.552	8bdad8437efc5f5ab65735b62f7a10fe
Ga2Y2I2	-1.07	0.0	4.098	-	-1.068	-	-	417149	-	29ca0f50bdae9d66167cc1c1dffc5cec
KTiS2	-1.074	0.0	4.302	-	-1.861	-	-	641335	-	e85b8c2585446cd78d8b00000592f28d
Mo2O10P2	-2.064	1.04	5.373	-3.389	-3.909	-	-	36095	-4.428	c93f3134e97869d6936ff5ce969da2ac
Nb2I2O4	-2.093	1.188	5.084	-1.559	-2.153	-	-	418061	-2.747	3005e43e49a997327f4d62208b3e51c9
O4S8Sb8	-0.624	1.879	4.448	-1.947	-2.886	-	9009342	-	-3.826	9cba1653f679c302a4da1d3623b64caa
Pd3Ta3Te14	-0.349	0.0	4.521	-	-2.282	-	-	73313	-	63fd912fbbc112ec528559ac1dc12c36
Rh2Ta2Te8	-0.444	0.076	4.41	-2.029	-2.067	-	-	656453	-2.105	f60ffeab909b393ea2670920a1f45214
Sr2H8O6	-1.571	4.396	3.629	-0.227	-2.425	-	-	15366	-4.623	6c6045ec52ed981bb749b0ce76a39c87
V2O10P2	-2.218	1.566	6.903	-4.779	-5.562	-	-	77598	-6.345	1b277cb1cb1b3d406413efc9298af0be
Zn2Ge2O6	-1.491	2.745	5.111	-2.198	-3.571	-	-	33722	-4.943	8b30de62b371b1649a8eb59131edf0d4
AgScP2S6	-0.669	2.017	5.16	-2.159	-3.168	-	4331401	-	-4.176	92f59ef3f2be0f239dd31c4b9518fd85
Na2SnH6O6	-1.355	3.937	3.947	-1.142	-3.11	-	1526467	-	-5.079	d37b117da7254353621fccae527eb68e
Zr3C2F2Se2	-1.005	0.0	7.13	-	1.001	-	-	-	-	c7c828a6649801eeea94f5592271835b
Zr3C2H2S2	-0.766	0.0	1.796	-	3.523	-	-	-	-	eb34475f017ee8b62e59f5046ccdeb73
Zr4H2N3O2	-1.706	0.0	2.392	-	4.162	-	-	-	-	4879c297adc4313607e909c8b8a6ab3a
Zr3C2	-0.417	0.0	3.921	-	1.858	-	-	-	-	95c91f9ea3c2ea80385c693c68fdc2eb
Sb2Te3	-0.121	0.337	4.797	0.242	0.073	-	-	-	-0.095	d91b4b9d87f24c8a4b8e43693b45ea19
Mo4F2N3	-0.814	0.0	4.628	-	3.073	-	-	-	-	b9f9e38597937775fc3090e809201661
Ta4C3O2	-1.249	0.0	5.334	-	3.138	-	-	-	-	d35788e50e7f7b0bffd346e90e1363fb
Cr4N3	-0.122	0.0	4.072	-	2.083	-	-	-	-	8acf1b0991d26a66b936e36646ddadc4
Ag2Cl2	-0.421	1.569	5.036	-1.618	-2.403	-	-	-	-3.187	c774725892af960959b6c1025c935af0
AlN	-0.865	2.893	3.876	-0.555	-2.001	-	-	-	-3.448	67f1ef4dfc60c02f8b6d3f75f98ad675
Fe2Br2	-0.066	0.0	3.694	-	-0.316	-	-	-	-	cf856b299dd69ca6d861322f96857cb8
Cd2Se2	-0.521	1.402	5.141	-1.192	-1.893	-	-	-	-2.594	8c9b47febd699d65ca50f93d005a121b
Hf2Cl2	-1.182	0.0	4.281	-	1.607	-	-	-	-	40f432d49f107d76ff0adb20ca338372
Fe2S2	-0.496	0.0	4.861	-	-1.544	-	4124261	633338	-	cb91be3162bc137a0f54b14964ac26e6
Rb2I2	-1.397	3.714	3.699	-0.555	-2.412	-	-	-	-4.269	bdfe98975f71559d433d9e8c2690c8d7
In2O2	-1.14	0.385	6.25	-2.121	-2.313	-	-	-	-2.506	94d7179c29ab85b6469aeefe1e3db001
Ni2S2	-0.28	0.0	4.908	-	-2.06	-	-	-	-	765a4748d7f5e2b3fd7663b1ed4eaf1a
Rh2O2	-0.301	0.0	6.177	-	-3.366	-	-	-	-	57de514643f5e0e32322192b8bfd13ca
Tl2O2	-0.479	0.0	6.85	-	-2.909	-	-	-	-	f0d681ac7b7e6e1339b9eea68ced8de3
Pb2Se2	-0.51	0.789	4.11	-0.221	-0.615	-	-	-	-1.010	feaae1a73d4c9e2618007c0ee25159f5
Ru2S2	-0.091	0.0	4.834	-	-0.36	-	-	-	-	eaa2428d90886b28a1e099dffb7588cd
Ta2S2	-0.513	0.0	3.66	-	0.416	-	-	-	-	81192b726c13a6c7697b9494acef8e03
Sn2Se2	-0.389	0.923	3.914	-0.059	-0.52	-	1537675	-	-0.981	3f0c2858aea2dbb761408f043495e61f
Ti2Te2	-0.081	0.11	4.598	0.394	0.339	-	-	-	0.284	3dd6e6c01907d2596e1b5dc2ea1a5d2c
Fe2Se4	-0.299	0.575	4.849	-0.483	-0.771	-	-	-	-1.059	b286d987ae18683fc09a38a0c64e2108
CoI2	-0.051	0.0	5.273	-	-2.575	-	-	-	-	ab7be847a0697ace21190ff7ca37d699
FeCl2	-0.674	0.351	5.569	-1.889	-2.065	-	-	-	-2.240	bce1c0bfd4784b490333f1f4ed73c501
HfS2	-1.592	1.221	5.726	-1.354	-1.965	10.1002/adma.201503864	-	182677	-2.575	363f3795c13e382ee0e40dbe1dc96c93
PbCl2	-1.073	2.775	6.315	-1.905	-3.293	-	-	-	-4.680	fa5f293f7d58e3c4a3b32fe299f4aed4
MgBr2	-1.532	4.588	4.944	0.210	-2.084	-	9009107	-	-4.378	c837eef807387592e908aa7527cdd33c
MnI2	-0.419	0.877	4.715	-0.885	-1.324	-	9009110	-	-1.762	19b7b04c09081c9f4b4d8b3acab02e45
MnTe2	-0.2	0.0	4.574	-	-0.61	-	-	-	-	79c470e9ff263c82542f476d0d155373
NbO2	-2.346	0.0	7.02	-	-3.173	-	-	-	-	120141c4f09572a89bca81f8a70ea439
Ni2S4	-0.265	0.824	4.868	-1.911	-2.323	-	-	-	-2.735	d7d3eb4438335b7e1960fafbb7968fae
PbBr2	-0.883	2.275	5.982	-1.812	-2.949	-	-	-	-4.086	464d008e66661b1e36d177f6f6e9c71e
PbS2	-0.004	0.755	6.389	-2.486	-2.864	-	-	-	-3.242	d673d72dcb556e5f498734426f92b917
Pd2Te4	-0.257	1.212	4.518	-1.149	-1.755	-	-	-	-2.361	ae9e4cecc1e3adf08eec33363e6cb055
PtTe2	-0.392	0.303	4.133	-0.151	-0.303	-	1537197	-	-0.454	c00ca1d9a12d1df037fcce6d0116ba12
HgH2S2	-0.189	2.352	5.011	-1.578	-2.754	-	-	-	-3.930	9ab0abad0f5ebb09f803540225c8dfcd
Ti2F2N	-2.562	0.0	4.45	-	0.121	-	-	-	-	b2f501723514cb1b20b255fca47336b0
ReS2	-0.027	0.0	4.74	-	-1.821	-	-	-	-	de71b3eec758592dd1266f23669f516c
Rh2Cl4	-0.379	0.413	5.077	-1.815	-2.022	-	-	-	-2.228	c90cb83008bba6eb6f6a2731a594bf0e
Rh4S8	-0.379	0.597	5.694	-1.660	-1.958	-	-	-	-2.257	28bc4fb7191101eeef0f9ce83f9e48c4
RuO2	-0.693	0.0	5.58	-	-3.305	-	-	-	-	445e91f5bc3179ea85df19149f751001
InPd5Br2	-0.35	0.0	5.089	-	-0.16	-	-	-	-	70e6e0361c4033fd77046b3a7219ee70
Cu2ReF6	-1.673	0.872	4.857	-2.341	-2.777	-	-	-	-3.212	5996afa92822d3b19882491d43934539
ScCl2	-1.934	0.107	4.057	-0.598	-0.651	-	-	-	-0.705	5d589ed7a48c44373df68ce1a5ce1c7e
ScSe2	-1.126	0.56	5.338	-1.860	-2.14	-	-	-	-2.420	cc6f59a2b0ec2033771c285c4cb9f25c
TaSe2	-0.815	0.0	4.696	-	-0.418	10.1021/acs.nanolett.7b03264	4031648	24318	-	c6bef2cab93b3d44a4435fef2caa28ea
TiSb2	-0.113	0.0	4.725	-	0.894	-	-	-	-	ae689f9ddfb2da5a2537ab7e6c641adf
VO2	-2.088	0.0	7.626	-	-4.047	-	-	-	-	be6cc5e14c3e89037d46b19c3314cfbb
Zr2Br4	-1.336	0.58	4.04	0.016	-0.274	-	-	-	-0.564	3446aeb42126c451dadf7514b757b36f
V2BS2	-0.699	0.0	5.722	-	0.042	-	-	-	-	ccc2cd27d8377d7a5c025ca444f49917
Sc2CF2	-2.541	1.02	4.516	-0.199	-0.709	-	-	-	-1.219	9cd7478f554dbb1910bd0e24e701145a
Ta2CO2	-1.766	0.0	5.522	-	0.128	-	-	-	-	6ae1ff17193872e6324e57414d447bf9
Zr2CSe2	-1.081	0.0	5.748	-	0.482	-	-	-	-	efe96a249746cb624f9700ab70c57c7b
Nb2Se6	-0.666	0.0	4.662	-	0.874	-	-	-	-	8868e10b0ebaa5671355372d4d81e602
Sc2S6	-1.033	0.0	6.029	-	-1.382	-	-	-	-	c17fbcd5e90ea19574df4a08c40d96d8
Ti2Cl6	-1.564	0.121	4.995	-2.076	-2.136	-	-	-	-2.197	70978dd6825f54af41df8873ec7cbab2
Y2Br6	-1.963	4.087	5.392	-0.682	-2.726	-	-	-	-4.769	c0afce31196d326d9492b2616ed0784d
CrMo3S8	-0.848	1.184	5.277	-0.235	-0.827	-	-	-	-1.419	17bfa62b167634c08451fdf4be1d3b54
MoW3S8	-0.888	1.532	4.834	0.545	-0.221	-	-	-	-0.987	c4b14926f246ac970b64f1e84f610655
Hf3ZrS8	-1.383	1.149	6.306	-1.767	-2.342	-	-	-	-2.917	a2347ab9686ea50523e5e0d003e1b754
Al2I2Se2	-0.725	1.493	4.906	-0.342	-1.088	-	-	-	-1.835	d36a6c79fdde24ac311ea0bd472c8984
BiBrS	-0.557	0.891	6.155	-2.644	-3.089	-	-	-	-3.535	7e811f4df431df444670e667a307a40a
BiClTe	-0.468	0.531	5.669	-1.865	-2.131	-	-	-	-2.396	9ef8ca3fe53d366d4a97406757b7c9e5
ZrBrCl	-1.512	0.912	3.373	1.038	0.582	-	-	-	0.126	2b1b73b618d835f280e9439ca1738de2
Hf2Br2S2	-1.497	0.0	4.664	-	-0.643	-	-	-	-	9f4deaed27b6a01baa06d5ca958a490e
Sn2Br2N2	-0.124	1.366	5.625	-0.902	-1.585	-	-	-	-2.267	8903a04f74363ea0829f09381afd73e1
Ti4Br4S4	-1.251	0.0	4.771	-	-1.142	-	-	-	-	2da2bd71fd179aacbaab6ff85a82a4bc
Zr2Br2Se2	-1.426	0.0	4.856	-	-0.867	-	-	-	-	c777152292c71717e7146b69a1ce6b00
Ir2Cl2S2	-0.5	0.355	5.48	-1.206	-1.383	-	-	-	-1.560	460d4f6578877778a9f3eeeff11e5adf
Ni2Cl2Se2	-0.46	0.0	5.695	-	-1.964	-	-	-	-	2f52e50ff509724749333365073ee924
Sc2Cl2S2	-2.053	2.109	5.705	-1.238	-2.293	-	-	-	-3.347	8f9e8e50d67aa6b9586ed903393271ad
PdTe2	-0.122	0.0	3.781	-	-0.293	-	-	-	-	caf7d3ceb9d8cce1577e9f699a968727
Ti2Cl2Se2	-1.361	0.0	5.231	-	-1.458	-	-	-	-	3c9a830b443ba90c586aafe6c406f3da
Cr2I2S2	-0.619	0.331	5.24	-1.019	-1.184	-	-	-	-1.350	d8af449dba7636a22b3946bc0f43e426
HfSSe	-1.471	0.684	5.321	-1.454	-1.795	-	-	-	-2.137	96582b3441b2a4071d1232597346fbc4
Ir2I2O2	-0.108	0.0	3.727	-	0.562	-	-	-	-	a718089b73293b1e6d42881963bba69c
Sc2I2N2	-1.013	0.0	5.842	-	-1.476	-	-	-	-	b9c6f69f276ae45503e96a6f2a74377b
Ti4I4Se4	-0.919	0.006	4.354	-0.495	-0.498	-	-	-	-0.501	2fcc2ab0b8dc58cc3f1a779e44abee09
TaSSe	-0.937	0.0	4.855	-	-0.902	-	-	-	-	e43df3f388e5b098e8f82ce3dd7f76fd
VSTe	-0.594	0.0	4.813	-	-1.061	-	-	-	-	89cf29504370b0d60a9d3ca295eaeb69
Ag2Br2S4	-0.147	1.167	5.554	-2.338	-2.922	-	-	-	-3.505	569b6c131f21fdf379a2d3d8c7d5415d
Sc2P2S6	-0.979	0.827	4.834	-0.976	-1.389	-	-	-	-1.803	c69c2653793bf7e18c69ef1f97e73ca5
FeHfBr6	-0.957	0.938	4.705	-1.175	-1.644	-	-	-	-2.113	cb99f5f8ee06fd460d1ea971de9c9c83
Cu2Se2	-0.072	0.0	5.665	-	-3.816	-	-	162904	-	fa4c54525c570063d04971defa855d18
LiC12	-0.017	0.0	3.268	-	-1.003	-	-	193440	-	90fda8d28b33f2717dd05ea6758ec4a0
Nb4S12	-0.82	0.376	4.689	-1.450	-1.638	-	-	656322	-1.826	fa3f254c870543bb16cb3253f7f7d95b
Pd4I8	-0.254	1.069	5.257	-3.162	-3.696	-	1539344	-	-4.231	1f76197c75dae5747d74ab9fc8b75c81
Ta4Se2	-0.487	0.0	3.72	-	0.227	-	1540056	-	-	72967e6650dff04ed52e8ad3b9aae092
Y2I2	-0.887	0.0	4.087	-	-1.296	-	-	151974	-	b80f4c7f68e74b50fce4c39a0e45f483
Bi2Cu2S4	-0.201	0.136	3.701	-1.645	-1.712	-	9003581	-	-1.780	d5e44c0d7df342243d07acb0481395e4
Cd2Mn3O8	-1.369	1.102	4.235	-2.306	-2.857	-	1528776	-	-3.408	fb836fd5f4dbaf1245464a1a9bff49ac
Cr2Si2Te6	-0.202	0.272	4.569	-2.289	-2.424	-	-	626810	-2.560	57b63a0a509ca06e2267d078c3eae272
Cu2S4Sb2	-0.207	0.357	4.028	-1.752	-1.93	-	9003580	-	-2.109	ddfb27cece1ceb8a7e7e03ad17f8151d
Ga2Cl2Te2	-0.73	2.163	5.494	-2.565	-3.646	-	7221395	-	-4.728	b99c3fb73f4c2961899a2ef693026d8f
Mo2V2O10	-2.166	0.003	5.671	-4.342	-4.343	-	1535988	-	-4.345	8a0398730e800423c47323c850330cd0
Nb2I4O2	-1.358	1.024	4.703	-2.142	-2.654	-	-	36255	-3.165	2b19a357fe02ef361dfb9e66e3891c82
O8P2Sb2	-1.864	4.374	4.544	-0.906	-3.093	-	-	15073	-5.280	6d17ce1865cc219e112cd4a362c89a66
Pd4P4S4	-0.456	1.195	5.186	-2.243	-2.841	-	-	2331	-3.438	2bdb7f1898e91caac645018d12a82b35
RuCl2O	-0.798	0.0	5.794	-	-4.077	-	-	83883	-	dd3a517da1df1e0dff1919e54ed131da
Sr2O12P4	-2.413	5.087	5.635	-1.551	-4.094	-	2200911	-	-6.638	66a016ca3c2012e3267c8db02ad5a1ec
PtO2	-0.549	1.674	6.033	-2.005	-2.842	-	1537411	76431	-3.679	df3bb6169ba7642da1b01077b84d6909
V4F12O4	-2.756	3.465	8.088	-4.916	-6.649	-	4339753	-	-8.381	ccabcc26d29f907fd53721c0baa96ee2
Zn2O6Si2	-2.023	3.402	4.332	-1.112	-2.812	-	-	167186	-4.513	900a6622f982e025727de0488b2f2754
AgScP2Se6	-0.534	1.634	4.864	-2.026	-2.843	-	-	195336	-3.660	9d09fbdd2860d076f3a477a53f8741ba
Ca2Cl4H8O4	-1.534	5.714	5.023	-0.971	-3.828	-	1001835	-	-6.685	496b690a622bd41b45f21f7dfb8629f4
Ti3C2H2Se2	-0.467	0.0	2.061	-	3.163	-	-	-	-	ed8d53d90c821af0a31d2129bb68405b
Mn2Cl2S4Sb2	-0.496	0.355	4.524	-2.769	-2.946	-	-	151925	-3.124	c6329761fa8e218e62bbd21a204a0811
ZrH2O6P2	-2.17	4.28	4.4	-1.067	-3.207	-	1529538	-	-5.347	6b0a65c60b69ac94a79dd724e13bf8c4
Cu2C6H8I2N2	-0.134	0.838	3.908	-2.128	-2.547	-	7217321	-	-2.966	1ea1bcd862d35a7c819f5a81c99e4ce2
Cr3C2H2O2	-0.52	0.0	1.561	-	2.519	-	-	-	-	bf5b5d6c07e3d3e12beb44e200889237
Y3C2F2	-1.716	0.0	4.468	-	0.477	-	-	-	-	cf59dc8da747bd573453a33d15ace654
Bi2S3	-0.363	0.47	6.21	-1.277	-1.512	-	-	-	-1.747	6e38f7e82b9947704d0f68c26f24216e
Cr4C3F2	-0.649	0.0	6.127	-	0.807	-	-	-	-	956a95cce057b06fbb5769c3d501f2a5
Ti4C3O2	-1.502	0.0	6.014	-	1.146	-	-	-	-	99dda581a766ee1b988af679de6e2b72
Y4N3O2	-2.149	0.0	6.215	-	0.101	-	-	-	-	df9d1ccbbabd705ee75d72e66ab1f2ae
Hf4N3	-1.185	0.0	4.472	-	3.542	-	-	-	-	de0c1e27bac814b84c8bdc2fdde33e66
Co2S2	-0.265	0.0	5.369	-	-1.625	-	-	-	-	4abcb07a761456d0118dcc6a03c5d423
Cu2Se2	-0.086	0.0	5.586	-	-1.946	-	-	-	-	5a192b48a63de3f6ef93710915bad983
Ti2I2	-0.347	0.0	3.572	-	0.278	-	-	-	-	51b3c014bdc8bdafc94fbc105f95f64f
Ge2S2	-0.246	1.714	4.234	-0.271	-1.128	-	2107064	-	-1.985	4b1f317f3f4d38cf9bc8d81d88b4b0a2
Ni2S2	-0.075	0.0	5.552	-	-1.955	-	-	-	-	d5ad2145ed942f8d55a17581c4496ccb
Os2O2	-0.362	0.0	6.03	-	0.069	-	-	-	-	231937af07613361ea81219ef72ff9ea
